id,word,best_rank,source_ids,status,chinese,category_hint,note,created_at,updated_at
"183477","designed","960","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183478","along","961","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183479","among","962","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183480","death","963","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183481","writing","964","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183482","html","966","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183483","countries","967","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183484","loss","968","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183485","brand","970","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183486","discount","971","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183487","higher","972","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183488","effects","973","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183489","created","974","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183490","remember","975","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183491","standards","976","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183492","oil","977","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183493","bit","978","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183494","political","980","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183495","increase","981","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183496","advertise","982","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183497","kingdom","983","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183498","base","984","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183499","environmental","986","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183500","thought","987","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183501","stuff","988","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183502","french","989","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183503","storage","990","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183504","oh","991","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183505","japan","992","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183506","doing","993","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183507","loans","994","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183508","entry","996","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183509","stay","997","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183510","orders","999","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183511","availability","1000","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183512","africa","1001","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183513","summary","1002","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183514","mean","1004","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183515","growth","1005","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183516","notes","1006","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183517","agency","1007","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183518","king","1008","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183519","monday","1009","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183520","european","1010","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183521","activity","1011","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183522","copy","1012","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183523","although","1013","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183524","drug","1014","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183525","pics","1015","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"183526","western","1016","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
